902,POTTS,38277,79.56%,14.31%,0.55%,1.32%,1.99%,2.28%,0.021%,215,,,
903,TRUONG,38267,0.82%,0.11%,96.87%,0.03%,1.60%,0.57%,0.021%,215,,,
904,COSTA,38265,83.16%,2.26%,1.82%,0.39%,2.11%,10.25%,0.021%,215,,,
905,CORREA,38232,10.37%,1.00%,1.71%,0.30%,1.22%,85.39%,0.021%,214,,,
906,BLEVINS,38229,89.47%,5.16%,0.37%,1.15%,2.12%,1.73%,0.021%,214,,,
907,NIXON,38147,62.04%,31.59%,0.57%,0.72%,2.51%,2.57%,0.021%,214,,,
908,CLEMENTS,38044,84.86%,9.92%,0.50%,0.62%,1.85%,2.25%,0.021%,213,,,
909,FRY,38029,91.09%,3.13%,0.55%,1.14%,1.75%,2.34%,0.021%,213,,,
910,DELAROSA,37932,5.21%,0.59%,4.58%,0.28%,0.49%,88.85%,0.021%,213,,,
911,BEST,37923,71.82%,22.50%,0.54%,0.60%,1.79%,2.75%,0.021%,213,,,
912,BENTON,37912,69.00%,24.95%,0.55%,0.89%,2.23%,2.37%,0.021%,213,,,
913,LUGO,37903,6.90%,1.00%,0.41%,0.25%,0.23%,91.21%,0.021%,213,,,
914,PORTILLO,37890,4.13%,0.45%,0.39%,0.17%,0.11%,94.76%,0.021%,212,,,
915,DOUGHERTY,37884,94.37%,1.07%,0.62%,0.28%,1.33%,2.34%,0.021%,212,,,
916,CRANE,37870,90.11%,4.26%,0.62%,0.62%,1.78%,2.61%,0.021%,212,,,
917,HALEY,37858,81.27%,13.23%,0.54%,0.72%,2.00%,2.24%,0.021%,212,,,
918,PHAN,37836,1.28%,0.19%,95.83%,0.03%,2.01%,0.65%,0.021%,212,,,
919,VILLALOBOS,37754,3.90%,0.23%,0.65%,0.23%,0.16%,94.84%,0.021%,212,,,
920,BLANCHARD,37695,84.87%,9.32%,0.51%,0.80%,1.85%,2.65%,0.021%,211,,,
921,HORNE,37689,70.93%,24.03%,0.55%,0.57%,1.94%,1.98%,0.021%,211,,,
922,FINLEY,37672,72.30%,21.35%,0.52%,1.24%,2.24%,2.36%,0.021%,211,,,
923,QUINTANA,37657,8.20%,0.29%,1.06%,1.09%,0.31%,89.05%,0.021%,211,,,
924,LYNN,37644,84.61%,8.99%,1.42%,0.71%,1.77%,2.50%,0.021%,211,,,
925,ESQUIVEL,37578,4.12%,0.15%,0.68%,0.16%,0.21%,94.66%,0.021%,211,,,
926,BEAN,37571,80.83%,13.42%,0.57%,0.91%,1.79%,2.48%,0.021%,211,,,
927,DODSON,37566,81.39%,12.31%,0.51%,1.38%,2.20%,2.20%,0.021%,211,,,
928,MULLEN,37502,87.64%,6.89%,0.73%,0.57%,1.86%,2.32%,0.021%,210,,,
929,XIONG,37499,0.33%,0.07%,98.07%,0.03%,1.14%,0.35%,0.021%,210,,,
930,HAYDEN,37451,80.59%,14.05%,0.65%,0.44%,2.03%,2.25%,0.021%,210,,,
931,CANO,37368,6.59%,0.40%,1.17%,0.24%,0.33%,91.27%,0.021%,210,,,
932,LEVY,37228,79.16%,12.97%,0.85%,0.25%,1.65%,5.11%,0.021%,209,,,
933,HUBER,37170,95.17%,0.41%,0.64%,0.31%,1.36%,2.11%,0.021%,208,,,
934,RICHMOND,37053,71.72%,22.84%,0.53%,0.47%,2.22%,2.22%,0.021%,208,,,
935,MOYER,37050,93.37%,2.40%,0.54%,0.34%,1.44%,1.91%,0.021%,208,,,
936,LIM,37021,2.86%,0.23%,92.24%,0.04%,3.04%,1.59%,0.021%,208,,,
937,FRYE,36973,83.04%,11.83%,0.53%,0.98%,1.87%,1.76%,0.021%,207,,,
938,SHEPPARD,36960,67.37%,26.79%,0.47%,0.78%,2.03%,2.56%,0.021%,207,,,
939,MCCARTY,36944,88.11%,6.37%,0.54%,0.82%,1.73%,2.44%,0.021%,207,,,
940,AVALOS,36922,3.54%,0.15%,0.21%,0.15%,0.12%,95.83%,0.021%,207,,,
941,BOOKER,36840,28.03%,65.22%,0.28%,0.37%,3.78%,2.33%,0.021%,207,,,
942,WALLER,36805,69.64%,25.15%,0.45%,0.48%,2.10%,2.17%,0.021%,206,,,
943,PARRA,36765,6.45%,0.30%,0.41%,0.35%,0.20%,92.29%,0.021%,206,,,
944,WOODWARD,36764,89.74%,4.80%,0.62%,0.68%,1.80%,2.36%,0.021%,206,,,
945,JARAMILLO,36755,7.47%,0.27%,1.00%,0.68%,0.30%,90.28%,0.021%,206,,,
946,KRUEGER,36743,95.97%,0.24%,0.63%,0.36%,1.06%,1.73%,0.021%,206,,,
947,RASMUSSEN,36636,94.55%,0.27%,0.82%,0.35%,1.43%,2.58%,0.021%,205,,,
948,BRANDT,36613,94.13%,0.91%,0.65%,0.37%,1.41%,2.52%,0.021%,205,,,
949,PERALTA,36585,5.17%,0.42%,7.18%,0.33%,0.88%,86.03%,0.021%,205,,,
950,DONALDSON,36558,72.06%,22.12%,0.50%,0.40%,2.38%,2.54%,0.021%,205,,,
951,STUART,36540,84.01%,9.88%,0.69%,0.58%,1.81%,3.03%,0.020%,205,,,
952,FAULKNER,36466,79.38%,15.44%,0.45%,0.60%,1.84%,2.28%,0.020%,205,,,
953,MAYNARD,36460,87.48%,6.99%,0.46%,0.69%,1.73%,2.65%,0.020%,204,,,
954,GALINDO,36429,5.87%,0.15%,0.76%,0.32%,0.25%,92.65%,0.020%,204,,,
955,COFFEY,36423,88.38%,6.72%,0.52%,0.74%,1.70%,1.94%,0.020%,204,,,
956,ESTES,36318,86.75%,7.17%,0.48%,1.04%,2.07%,2.49%,0.020%,204,,,
957,SANFORD,36312,76.62%,17.78%,0.55%,0.66%,2.01%,2.39%,0.020%,204,,,
958,BURCH,36269,78.77%,15.35%,0.49%,0.78%,2.19%,2.41%,0.020%,203,,,
959,MADDOX,36250,69.75%,25.22%,0.42%,0.47%,1.94%,2.19%,0.020%,203,,,
960,VO,36236,1.40%,0.16%,96.07%,0.04%,1.72%,0.61%,0.020%,203,,,
961,OCONNELL,36194,95.42%,0.32%,0.59%,0.18%,1.28%,2.20%,0.020%,203,,,
962,VU,36179,1.04%,(S),96.61%,(S),1.68%,0.58%,0.020%,203,,,
963,ANDERSEN,36150,94.00%,0.82%,0.69%,0.40%,1.45%,2.63%,0.020%,203,,,
964,SPENCE,36129,72.23%,21.74%,0.61%,0.55%,2.13%,2.73%,0.020%,203,,,
965,MCPHERSON,36125,73.35%,20.66%,0.57%,0.61%,2.33%,2.49%,0.020%,203,,,
966,CHURCH,36072,89.18%,5.75%,0.47%,0.82%,1.63%,2.16%,0.020%,202,,,
967,SCHMITT,36043,95.68%,0.21%,0.58%,0.36%,1.18%,1.99%,0.020%,202,,,
968,STANTON,35997,82.89%,11.56%,0.71%,0.59%,1.90%,2.36%,0.020%,202,,,
969,LEAL,35958,13.02%,0.51%,0.98%,0.24%,0.35%,84.90%,0.020%,202,,,
970,CHERRY,35877,58.97%,35.45%,0.65%,0.40%,2.49%,2.04%,0.020%,201,,,
971,COMPTON,35830,87.26%,7.81%,0.47%,0.69%,1.72%,2.04%,0.020%,201,,,
972,DUDLEY,35781,65.96%,27.67%,0.52%,0.74%,2.48%,2.62%,0.020%,201,,,
973,SIERRA,35770,7.23%,0.74%,0.64%,0.51%,0.32%,90.56%,0.020%,201,,,
974,POLLARD,35749,62.77%,31.39%,0.55%,0.57%,2.40%,2.33%,0.020%,200,,,
975,ALFARO,35725,4.88%,0.29%,1.28%,0.10%,0.19%,93.26%,0.020%,200,,,
976,HESTER,35642,73.10%,21.94%,0.52%,0.50%,2.18%,1.76%,0.020%,200,,,
977,PROCTOR,35636,70.12%,21.55%,0.53%,2.44%,3.11%,2.25%,0.020%,200,,,
978,LU,35628,1.77%,0.36%,95.74%,0.02%,1.43%,0.69%,0.020%,200,,,
979,HINTON,35606,53.16%,40.63%,0.37%,1.17%,2.58%,2.09%,0.020%,200,,,
980,NOVAK,35461,95.47%,0.33%,0.70%,0.21%,1.07%,2.23%,0.020%,199,,,
981,GOOD,35446,88.90%,5.48%,1.15%,0.41%,1.62%,2.43%,0.020%,199,,,
982,MADDEN,35438,84.48%,10.47%,0.68%,0.46%,1.77%,2.14%,0.020%,199,,,
983,MCCANN,35408,89.67%,5.48%,0.65%,0.43%,1.60%,2.17%,0.020%,199,,,
983,TERRELL,35408,55.26%,38.99%,0.39%,0.75%,2.41%,2.20%,0.020%,199,,,
985,JARVIS,35350,84.87%,9.29%,0.56%,0.55%,1.95%,2.77%,0.020%,198,,,
986,DICKSON,35312,75.76%,16.89%,0.70%,1.36%,2.19%,3.10%,0.020%,198,,,
987,REYNA,35291,6.18%,0.27%,0.47%,0.45%,0.20%,92.43%,0.020%,198,,,
988,CANTRELL,35266,89.67%,4.68%,0.45%,1.18%,1.93%,2.09%,0.020%,198,,,
989,MAYO,35228,63.25%,22.18%,2.08%,0.91%,2.52%,9.07%,0.020%,198,,,
990,BRANCH,35225,47.37%,45.90%,0.50%,0.62%,2.63%,2.98%,0.020%,198,,,
991,HENDRIX,35194,77.99%,16.18%,0.47%,0.71%,2.23%,2.41%,0.020%,197,,,
992,ROLLINS,35132,68.29%,25.95%,0.40%,0.48%,2.40%,2.48%,0.020%,197,,,
993,ROWLAND,35121,86.60%,7.42%,0.60%,1.02%,1.88%,2.48%,0.020%,197,,,
994,WHITNEY,35118,85.44%,8.45%,0.83%,0.82%,1.99%,2.48%,0.020%,197,,,
995,DUKE,35053,85.45%,8.08%,0.62%,0.57%,1.96%,3.32%,0.020%,197,,,
996,ODOM,35020,69.03%,25.85%,0.45%,0.58%,1.99%,2.11%,0.020%,196,,,
997,DAUGHERTY,34987,90.01%,4.48%,0.47%,1.09%,1.94%,2.00%,0.020%,196,,,
998,TRAVIS,34985,73.32%,21.01%,0.52%,0.53%,2.21%,2.40%,0.020%,196,,,
999,TANG,34961,2.64%,0.62%,93.31%,0.05%,2.13%,1.25%,0.020%,196,,,
1000,ARCHER,34949,79.50%,13.99%,0.60%,0.74%,2.03%,3.13%,0.020%,196,,,
1001,HAAS,34918,95.16%,0.30%,0.54%,0.44%,1.21%,2.35%,0.020%,196,,,
1002,GALLOWAY,34909,69.50%,24.47%,0.44%,0.64%,2.25%,2.70%,0.020%,196,,,
1003,BRAY,34906,81.76%,12.26%,0.60%,0.84%,2.21%,2.33%,0.020%,196,,,
1004,NIEVES,34896,5.66%,1.14%,0.61%,0.09%,0.21%,92.28%,0.020%,196,,,
1005,PETTY,34882,73.43%,20.99%,0.52%,0.50%,2.16%,2.40%,0.020%,196,,,
1006,MCGRATH,34871,94.42%,0.69%,0.68%,0.36%,1.32%,2.53%,0.020%,196,,,
1007,KAUFMAN,34844,94.57%,1.50%,0.57%,0.20%,1.13%,2.04%,0.020%,195,,,
1008,HOLDEN,34824,76.83%,17.62%,0.54%,0.80%,2.10%,2.11%,0.020%,195,,,
1009,KRAUSE,34722,95.12%,0.47%,0.65%,0.33%,1.27%,2.17%,0.019%,195,,,
1010,BAIRD,34721,91.44%,3.30%,0.63%,0.64%,1.59%,2.40%,0.019%,195,,,
1011,RIGGS,34506,87.67%,6.09%,0.47%,1.58%,1.82%,2.38%,0.019%,194,,,
1012,BRAUN,34491,94.26%,0.68%,0.60%,0.29%,1.28%,2.90%,0.019%,193,,,
1013,WERNER,34488,95.24%,0.48%,0.68%,0.25%,1.17%,2.18%,0.019%,193,,,
1014,QUINONES,34468,5.61%,1.33%,1.09%,0.20%,0.26%,91.52%,0.019%,193,,,
1015,SALDANA,34434,4.71%,0.52%,1.21%,0.21%,0.23%,93.11%,0.019%,193,,,
1016,MERCER,34431,82.18%,12.92%,0.51%,0.58%,1.62%,2.21%,0.019%,193,,,
1017,HATFIELD,34381,92.60%,2.83%,0.47%,0.49%,1.65%,1.96%,0.019%,193,,,
1018,MCNEIL,34368,52.43%,41.94%,0.40%,0.56%,2.27%,2.41%,0.019%,193,,,
1019,IRWIN,34297,92.62%,2.18%,0.70%,0.68%,1.61%,2.21%,0.019%,192,,,
1020,HOOPER,34247,79.46%,13.92%,0.63%,1.30%,2.17%,2.53%,0.019%,192,,,
1021,HAYS,34191,91.57%,3.28%,0.58%,0.61%,1.71%,2.25%,0.019%,192,,,
1022,JOYCE,34132,87.83%,7.83%,0.69%,0.22%,1.50%,1.92%,0.019%,191,,,
1023,MCKNIGHT,34055,59.44%,35.04%,0.48%,0.47%,2.37%,2.20%,0.019%,191,,,
1024,GAMBLE,34005,57.05%,36.62%,0.49%,0.94%,2.40%,2.49%,0.019%,191,,,
1025,DOWNS,33922,83.76%,10.20%,0.62%,0.66%,1.73%,3.03%,0.019%,190,,,
1026,PIERRE,33913,7.05%,86.74%,0.31%,0.92%,2.23%,2.75%,0.019%,190,,,
1027,HANEY,33898,87.05%,7.51%,0.51%,0.89%,1.94%,2.10%,0.019%,190,,,
1028,FORBES,33813,70.42%,22.51%,0.79%,0.46%,2.22%,3.61%,0.019%,190,,,
1029,SAENZ,33787,7.38%,0.19%,0.39%,0.30%,0.23%,91.52%,0.019%,189,,,
1030,DAVIES,33753,88.77%,6.35%,0.76%,0.27%,1.63%,2.22%,0.019%,189,,,
1031,VERA,33674,7.12%,0.59%,0.90%,0.15%,0.22%,91.02%,0.019%,189,,,
1032,LEVINE,33637,90.72%,4.41%,0.65%,0.10%,1.26%,2.85%,0.019%,189,,,
1033,MOONEY,33555,90.61%,4.30%,0.60%,0.69%,1.60%,2.18%,0.019%,188,,,
1034,JOHN,33543,40.98%,21.03%,21.27%,11.17%,2.41%,3.15%,0.019%,188,,,
1035,ROSA,33521,30.00%,2.62%,1.18%,0.14%,1.11%,64.96%,0.019%,188,,,
1036,RIDDLE,33507,88.29%,5.89%,0.53%,1.18%,1.99%,2.11%,0.019%,188,,,
1037,KEY,33501,68.56%,24.61%,0.90%,0.99%,2.33%,2.61%,0.019%,188,,,
1038,CHO,33490,1.88%,(S),95.12%,(S),1.92%,0.80%,0.019%,188,,,
1039,KAISER,33480,93.15%,1.66%,1.04%,0.45%,1.38%,2.32%,0.019%,188,,,
1040,HOLDER,33465,73.12%,20.77%,0.52%,0.74%,1.98%,2.87%,0.019%,188,,,
1041,BIRD,33457,87.79%,3.28%,0.97%,2.94%,2.21%,2.81%,0.019%,188,,,
1042,BONNER,33446,54.11%,40.35%,0.47%,0.36%,2.48%,2.23%,0.019%,188,,,
1043,FERRELL,33418,74.71%,20.16%,0.41%,0.40%,1.90%,2.43%,0.019%,187,,,
1044,COTTON,33374,51.36%,42.34%,0.30%,0.90%,2.75%,2.35%,0.019%,187,,,
1045,DOTSON,33347,68.17%,26.47%,0.32%,0.67%,2.45%,1.92%,0.019%,187,,,
1046,MCGOWAN,33340,75.15%,19.50%,0.57%,0.49%,1.95%,2.34%,0.019%,187,,,
1047,BARLOW,33335,81.17%,13.30%,0.55%,1.17%,1.85%,1.96%,0.019%,187,,,
1048,SHEA,33329,93.84%,0.52%,1.89%,0.26%,1.23%,2.25%,0.019%,187,,,
1049,EWING,33314,76.28%,17.89%,0.62%,0.43%,2.22%,2.57%,0.019%,187,,,
1050,BRIGHT,33281,70.47%,23.30%,0.86%,0.60%,2.52%,2.25%,0.019%,187,,,
1051,BECERRA,33274,4.82%,0.18%,0.26%,0.22%,0.18%,94.34%,0.019%,187,,,
1052,LINDSAY,33255,72.49%,22.00%,0.57%,0.53%,2.01%,2.40%,0.019%,186,,,
1053,RITTER,33252,92.62%,2.99%,0.45%,0.59%,1.36%,2.00%,0.019%,186,,,
1054,COOLEY,33231,77.81%,16.87%,0.46%,0.94%,1.98%,1.94%,0.019%,186,,,
1055,FRITZ,33224,93.12%,2.27%,0.69%,0.37%,1.20%,2.35%,0.019%,186,,,
1056,COOKE,33223,77.96%,15.80%,0.56%,1.17%,2.03%,2.47%,0.019%,186,,,
1057,DELANEY,33218,83.59%,11.25%,0.58%,0.42%,1.83%,2.32%,0.019%,186,,,
1057,AMAYA,33218,4.45%,0.62%,0.43%,0.15%,0.20%,94.15%,0.019%,186,,,
1059,CHANEY,33201,71.01%,22.95%,0.52%,0.77%,2.39%,2.37%,0.019%,186,,,
1060,KIDD,33186,75.09%,19.50%,0.54%,0.51%,2.05%,2.31%,0.019%,186,,,
1061,VELASCO,33078,5.94%,0.26%,10.51%,0.32%,0.70%,82.27%,0.019%,186,,,
1062,NGO,33005,0.92%,(S),96.46%,(S),1.69%,0.65%,0.019%,185,,,
1063,CHENG,32982,1.86%,0.20%,94.63%,0.03%,2.22%,1.06%,0.018%,185,,,
1064,NEWELL,32909,79.08%,15.28%,0.61%,0.77%,1.85%,2.41%,0.018%,185,,,
1065,FREY,32904,95.14%,0.93%,0.60%,0.25%,1.19%,1.89%,0.018%,185,,,
1066,CARNEY,32897,85.44%,8.77%,0.57%,1.10%,1.74%,2.39%,0.018%,184,,,
1067,BARRIOS,32873,8.06%,0.40%,1.47%,0.22%,0.30%,89.54%,0.018%,184,,,
1068,BOLTON,32815,73.52%,20.94%,0.54%,0.52%,2.10%,2.40%,0.018%,184,,,
1069,HOLMAN,32788,69.54%,24.54%,0.44%,0.74%,2.10%,2.64%,0.018%,184,,,
1070,TOVAR,32760,4.73%,0.35%,0.13%,0.24%,0.18%,94.38%,0.018%,184,,,
1071,CARDONA,32727,6.32%,0.47%,0.97%,0.17%,0.31%,91.77%,0.018%,184,,,
1072,DAILEY,32719,77.28%,17.24%,0.53%,0.74%,1.97%,2.24%,0.018%,183,,,
1073,MERRILL,32620,90.32%,4.18%,0.70%,1.00%,1.67%,2.13%,0.018%,183,,,
1074,COWAN,32586,79.49%,15.13%,0.49%,0.56%,2.00%,2.33%,0.018%,183,,,
1075,SLATER,32584,79.20%,15.15%,0.63%,0.75%,1.74%,2.53%,0.018%,183,,,
1076,ALBERT,32507,76.84%,13.64%,2.06%,1.69%,1.72%,4.04%,0.018%,182,,,
1077,JUSTICE,32480,85.55%,9.42%,0.46%,0.70%,2.10%,1.77%,0.018%,182,,,
1078,OSBORN,32439,91.04%,2.89%,0.67%,0.89%,1.93%,2.57%,0.018%,182,,,
1079,CARVER,32415,89.29%,5.83%,0.45%,0.57%,1.69%,2.17%,0.018%,182,,,
1080,LANCASTER,32362,84.28%,10.07%,0.61%,0.65%,2.10%,2.30%,0.018%,181,,,
1081,GOFF,32298,87.20%,7.78%,0.54%,0.47%,1.59%,2.42%,0.018%,181,,,
1082,ZAPATA,32274,5.80%,0.41%,1.15%,0.12%,0.24%,92.28%,0.018%,181,,,
1083,FULTON,32258,71.16%,22.79%,0.53%,0.96%,2.21%,2.34%,0.018%,181,,,
1084,KANG,32221,3.08%,0.56%,93.86%,0.03%,1.81%,0.67%,0.018%,181,,,
1085,SEARS,32206,83.36%,10.95%,0.56%,0.84%,2.06%,2.23%,0.018%,181,,,
1086,LEHMAN,32180,95.02%,0.76%,0.61%,0.33%,1.23%,2.04%,0.018%,180,,,
1087,BYERS,32174,80.70%,14.05%,0.57%,0.60%,1.77%,2.30%,0.018%,180,,,
1088,SNIDER,32148,92.28%,2.93%,0.59%,0.67%,1.70%,1.83%,0.018%,180,,,
1089,LAW,32122,65.61%,15.63%,14.22%,0.39%,2.08%,2.07%,0.018%,180,,,
1090,TAN,32120,3.30%,0.19%,92.37%,0.11%,2.62%,1.42%,0.018%,180,,,
1091,LAKE,32104,81.43%,11.85%,0.88%,1.18%,2.09%,2.57%,0.018%,180,,,
1092,LUTZ,32050,94.79%,0.62%,0.61%,0.26%,1.17%,2.56%,0.018%,180,,,
1093,COSTELLO,32043,90.85%,1.34%,0.69%,0.32%,1.34%,5.46%,0.018%,180,,,
1094,GAY,32025,70.72%,22.51%,1.84%,0.73%,1.87%,2.32%,0.018%,180,,,
1095,GUTHRIE,31956,88.05%,5.85%,0.64%,1.21%,2.04%,2.20%,0.018%,179,,,
1096,GALLARDO,31909,5.73%,0.25%,3.14%,0.22%,0.44%,90.23%,0.018%,179,,,
1097,WORKMAN,31856,90.09%,5.04%,0.43%,0.71%,1.68%,2.05%,0.018%,179,,,
1098,MCFADDEN,31839,60.27%,34.75%,0.47%,0.31%,2.11%,2.08%,0.018%,179,,,
1099,BLANCO,31800,11.28%,1.16%,4.22%,0.13%,0.47%,82.74%,0.018%,178,,,
1100,GORMAN,31788,89.77%,3.56%,0.59%,1.96%,1.49%,2.63%,0.018%,178,,,
1101,KATZ,31780,95.31%,0.38%,0.70%,0.07%,0.88%,2.65%,0.018%,178,,,
1102,KUHN,31776,95.17%,0.58%,0.65%,0.23%,1.17%,2.21%,0.018%,178,,,
1103,NOEL,31768,59.83%,33.62%,0.92%,0.52%,1.74%,3.37%,0.018%,178,,,
1104,VALLE,31716,10.69%,0.73%,1.47%,0.25%,0.50%,86.37%,0.018%,178,,,
1105,MARINO,31687,84.02%,0.82%,1.08%,0.16%,1.04%,12.87%,0.018%,178,,,
1106,HONG,31670,7.23%,0.97%,88.12%,0.19%,2.33%,1.15%,0.018%,178,,,
1107,SPRINGER,31643,83.29%,10.68%,0.70%,0.76%,1.96%,2.61%,0.018%,177,,,
1108,PICKETT,31611,65.61%,29.23%,0.41%,0.48%,2.08%,2.19%,0.018%,177,,,
1109,AGUILERA,31581,4.28%,0.30%,0.54%,0.13%,0.18%,94.57%,0.018%,177,,,
1110,WITT,31575,91.51%,3.23%,0.56%,0.76%,1.47%,2.47%,0.018%,177,,,
1110,CARRASCO,31575,5.62%,0.44%,0.79%,0.28%,0.25%,92.62%,0.018%,177,,,
1112,DONAHUE,31563,92.35%,2.98%,0.51%,0.78%,1.30%,2.08%,0.018%,177,,,
1113,KINNEY,31558,85.36%,8.01%,0.88%,1.35%,2.14%,2.27%,0.018%,177,,,
1114,DONNELLY,31505,94.31%,1.07%,0.63%,0.23%,1.26%,2.50%,0.018%,177,,,
1115,BRITT,31474,73.72%,20.90%,0.32%,0.84%,1.96%,2.25%,0.018%,177,,,
1116,CRAFT,31452,80.99%,14.56%,0.39%,0.38%,1.89%,1.79%,0.018%,176,,,
1117,ODELL,31349,91.44%,2.39%,0.57%,0.77%,1.85%,2.98%,0.018%,176,,,
1118,DALY,31330,91.41%,3.43%,0.66%,0.25%,1.38%,2.86%,0.018%,176,,,
1119,WINTER,31310,93.02%,1.95%,0.63%,0.43%,1.29%,2.68%,0.018%,176,,,
1120,ABRAHAM,31303,45.00%,20.48%,25.64%,0.73%,2.12%,6.03%,0.018%,176,,,
1121,BAEZ,31298,4.28%,0.90%,0.22%,0.11%,0.16%,94.33%,0.018%,176,,,
1122,RODRIGUES,31280,45.85%,4.95%,4.35%,0.34%,3.26%,41.26%,0.018%,175,,,
1123,WOOTEN,31249,65.90%,28.78%,0.38%,0.70%,2.28%,1.96%,0.018%,175,,,
1124,HARTLEY,31221,88.90%,6.52%,0.59%,0.42%,1.55%,2.01%,0.018%,175,,,
1125,NG,31210,1.92%,0.22%,93.20%,0.04%,2.81%,1.81%,0.018%,175,,,
1126,KENDALL,31209,85.73%,8.90%,0.81%,0.54%,1.99%,2.03%,0.018%,175,,,
1127,CLEVELAND,31123,66.41%,25.78%,0.58%,2.85%,2.31%,2.07%,0.017%,175,,,
1128,CROWLEY,31098,90.11%,5.35%,0.64%,0.35%,1.60%,1.95%,0.017%,174,,,
1129,PEARCE,31060,88.57%,6.19%,0.62%,0.68%,1.74%,2.20%,0.017%,174,,,
1130,DILLARD,31021,53.34%,39.80%,0.35%,0.61%,3.00%,2.89%,0.017%,174,,,
1131,WILDER,31018,68.05%,26.33%,0.47%,0.74%,2.24%,2.17%,0.017%,174,,,
1132,LANGE,30984,92.70%,1.95%,1.08%,0.40%,1.37%,2.51%,0.017%,174,,,
1133,SHOEMAKER,30934,93.56%,2.17%,0.52%,0.46%,1.39%,1.90%,0.017%,173,,,
1134,FLANAGAN,30887,88.84%,6.46%,0.61%,0.40%,1.34%,2.35%,0.017%,173,,,
1135,BRUNO,30883,74.09%,7.00%,1.19%,0.62%,1.15%,15.96%,0.017%,173,,,
1136,SEGURA,30880,8.49%,1.34%,0.45%,0.35%,0.32%,89.05%,0.017%,173,,,
1137,BEACH,30867,89.56%,4.85%,0.61%,0.85%,1.89%,2.25%,0.017%,173,,,
1138,CASTELLANOS,30859,4.13%,0.40%,0.22%,0.10%,0.13%,95.03%,0.017%,173,,,
1139,TILLMAN,30825,45.06%,48.77%,0.35%,0.85%,2.82%,2.14%,0.017%,173,,,
1140,ALFORD,30771,63.95%,30.58%,0.42%,0.76%,2.01%,2.29%,0.017%,173,,,
1141,FINCH,30769,78.76%,15.46%,0.67%,0.49%,2.01%,2.61%,0.017%,173,,,
1141,MCLEOD,30769,69.99%,24.09%,0.49%,0.74%,2.31%,2.38%,0.017%,173,,,
1143,MACKEY,30749,69.46%,24.43%,0.52%,0.80%,2.43%,2.36%,0.017%,172,,,
1144,DODD,30732,83.52%,10.67%,0.76%,0.66%,1.97%,2.43%,0.017%,172,,,
1145,EMERSON,30702,84.83%,8.19%,0.71%,1.61%,1.98%,2.68%,0.017%,172,,,
1145,MINOR,30702,55.00%,37.16%,0.81%,0.43%,2.39%,4.21%,0.017%,172,,,
1147,MUNIZ,30695,8.02%,0.55%,0.40%,0.36%,0.25%,90.42%,0.017%,172,,,
1148,ALSTON,30693,13.76%,79.83%,0.22%,0.40%,3.28%,2.51%,0.017%,172,,,
1149,MALONEY,30671,91.24%,3.53%,0.63%,0.85%,1.40%,2.35%,0.017%,172,,,
1150,CHILDERS,30570,90.25%,4.01%,0.51%,0.98%,1.86%,2.39%,0.017%,171,,,
1151,MCDERMOTT,30528,92.19%,2.59%,0.83%,0.31%,1.42%,2.67%,0.017%,171,,,
1152,MOSER,30483,94.50%,1.40%,0.68%,0.24%,1.27%,1.91%,0.017%,171,,,
1153,VOGEL,30470,94.99%,0.49%,0.64%,0.28%,1.11%,2.49%,0.017%,171,,,
1154,MCCABE,30401,91.49%,1.14%,0.69%,2.38%,1.57%,2.73%,0.017%,170,,,
1155,DANG,30389,1.75%,0.34%,95.00%,0.03%,2.12%,0.76%,0.017%,170,,,
1155,ALONSO,30389,6.76%,0.23%,0.84%,0.10%,0.19%,91.90%,0.017%,170,,,
1157,SAUCEDO,30374,3.77%,0.16%,0.23%,0.21%,0.16%,95.46%,0.017%,170,,,
1158,STARR,30363,83.39%,8.22%,0.59%,2.90%,2.24%,2.66%,0.017%,170,,,
1159,DO,30301,2.34%,0.37%,94.78%,0.02%,1.64%,0.86%,0.017%,170,,,
1160,HURTADO,30286,4.75%,0.35%,0.42%,0.39%,0.19%,93.90%,0.017%,170,,,
1161,KIRKLAND,30283,68.79%,26.33%,0.46%,0.52%,1.80%,2.10%,0.017%,170,,,
1162,HENDRICKSON,30259,91.79%,2.51%,0.61%,0.94%,1.81%,2.34%,0.017%,170,,,
1163,HOLLEY,30231,65.06%,29.80%,0.47%,0.52%,2.16%,1.98%,0.017%,170,,,
1164,CORDERO,30158,7.71%,0.72%,4.79%,0.29%,0.75%,85.73%,0.017%,169,,,
1165,FRANKS,30155,82.06%,12.32%,0.54%,0.81%,1.99%,2.27%,0.017%,169,,,
1166,GUILLEN,30153,4.74%,0.33%,0.92%,0.17%,0.22%,93.63%,0.017%,169,,,
1166,WELSH,30153,91.01%,3.32%,0.75%,0.65%,1.61%,2.67%,0.017%,169,,,
1168,RATLIFF,30083,78.70%,16.22%,0.45%,0.59%,1.95%,2.09%,0.017%,169,,,
1169,SWEET,30051,85.15%,8.41%,0.64%,0.88%,2.16%,2.77%,0.017%,169,,,
1170,TALLEY,30014,65.16%,28.40%,0.54%,0.90%,2.55%,2.46%,0.017%,168,,,
1171,WHITFIELD,29962,44.52%,49.68%,0.38%,0.46%,3.02%,1.94%,0.017%,168,,,
1172,CROWE,29953,87.53%,5.39%,0.52%,2.33%,2.04%,2.19%,0.017%,168,,,
