2861,MATLOCK,12599,73.69%,19.87%,0.52%,1.18%,2.44%,2.29%,0.007%,71,,,
2864,LONGO,12594,92.42%,1.24%,0.55%,0.14%,0.93%,4.72%,0.007%,71,,,
2865,ORLANDO,12586,89.39%,1.28%,0.94%,0.14%,0.93%,7.33%,0.007%,71,,,
2865,HEIN,12586,94.18%,0.22%,1.54%,0.34%,1.36%,2.35%,0.007%,71,,,
2867,TRAMMELL,12582,71.64%,21.94%,0.38%,0.90%,2.61%,2.53%,0.007%,71,,,
2868,GUINN,12577,82.15%,10.32%,0.62%,2.09%,2.31%,2.51%,0.007%,71,,,
2869,WILL,12575,91.16%,4.35%,0.76%,0.26%,1.45%,2.03%,0.007%,71,,,
2870,MUSE,12571,58.11%,36.39%,0.68%,0.47%,2.39%,1.97%,0.007%,71,,,
2871,CLANCY,12556,90.81%,4.59%,0.82%,0.33%,1.39%,2.05%,0.007%,70,,,
2872,CARABALLO,12546,7.14%,1.66%,0.45%,0.04%,0.31%,90.40%,0.007%,70,,,
2873,BAUGH,12543,74.57%,19.93%,0.66%,0.69%,2.10%,2.06%,0.007%,70,,,
2874,CRAWLEY,12523,59.98%,33.97%,0.35%,0.67%,2.87%,2.16%,0.007%,70,,,
2875,WHEATLEY,12520,84.69%,10.85%,0.49%,0.36%,1.57%,2.04%,0.007%,70,,,
2876,LINN,12508,91.81%,0.75%,2.41%,0.59%,1.50%,2.93%,0.007%,70,,,
2877,SHOCKLEY,12504,83.36%,11.56%,0.38%,0.58%,2.22%,1.89%,0.007%,70,,,
2878,CHISHOLM,12503,65.08%,28.51%,0.65%,0.77%,2.41%,2.59%,0.007%,70,,,
2879,DONG,12466,2.87%,0.39%,93.81%,0.05%,2.13%,0.76%,0.007%,70,,,
2880,MCCURDY,12463,84.63%,10.26%,0.31%,0.71%,1.73%,2.36%,0.007%,70,,,
2881,BERTRAND,12461,80.26%,13.06%,0.50%,0.31%,1.77%,4.09%,0.007%,70,,,
2882,SPANN,12457,43.04%,51.25%,0.31%,0.35%,3.03%,2.01%,0.007%,70,,,
2883,PRECIADO,12455,4.18%,0.31%,0.32%,0.25%,0.09%,94.86%,0.007%,70,,,
2883,COONEY,12455,92.85%,2.62%,0.59%,0.34%,1.24%,2.37%,0.007%,70,,,
2885,BERRIOS,12451,6.14%,1.29%,0.27%,0.08%,0.35%,91.89%,0.007%,70,,,
2886,ZELAYA,12448,4.25%,1.05%,0.39%,0.06%,0.19%,94.06%,0.007%,70,,,
2887,JAEGER,12436,94.89%,0.25%,0.88%,0.38%,1.28%,2.32%,0.007%,70,,,
2888,SMALLS,12435,3.78%,90.49%,0.23%,0.28%,2.76%,2.46%,0.007%,70,,,
2889,CLEVENGER,12428,94.98%,0.39%,0.60%,0.64%,1.42%,1.97%,0.007%,70,,,
2889,DURANT,12428,51.96%,36.82%,0.68%,1.88%,3.23%,5.43%,0.007%,70,,,
2891,BOLLINGER,12425,94.99%,0.39%,0.88%,0.61%,1.48%,1.65%,0.007%,70,,,
2892,ARMENDARIZ,12423,5.24%,0.23%,0.14%,0.15%,0.22%,94.02%,0.007%,70,,,
2893,DENSON,12419,45.69%,47.85%,0.48%,1.08%,2.63%,2.28%,0.007%,70,,,
2894,MIXON,12394,64.06%,30.77%,0.33%,0.64%,2.23%,1.98%,0.007%,70,,,
2895,GEARY,12382,92.51%,2.98%,0.50%,0.57%,1.20%,2.25%,0.007%,69,,,
2896,MONTIEL,12376,4.77%,0.37%,0.40%,0.48%,0.15%,93.83%,0.007%,69,,,
2897,SANTAMARIA,12375,18.42%,0.20%,3.75%,0.09%,0.57%,76.96%,0.007%,69,,,
2898,MCAFEE,12371,71.40%,22.25%,0.43%,0.58%,2.49%,2.85%,0.007%,69,,,
2899,DONALD,12367,52.03%,41.74%,0.68%,0.99%,2.60%,1.96%,0.007%,69,,,
2900,FOUST,12366,86.58%,8.75%,0.41%,0.47%,1.73%,2.05%,0.007%,69,,,
2901,SISK,12365,90.77%,3.53%,0.36%,1.23%,1.65%,2.45%,0.007%,69,,,
2902,ROCKWELL,12360,90.61%,3.95%,0.69%,0.98%,1.52%,2.26%,0.007%,69,,,
2903,FERRARO,12355,93.09%,0.70%,0.56%,0.08%,0.96%,4.62%,0.007%,69,,,
2904,STILL,12354,80.14%,13.23%,0.45%,1.52%,2.47%,2.19%,0.007%,69,,,
2905,CASPER,12351,93.14%,2.24%,0.71%,0.42%,1.38%,2.10%,0.007%,69,,,
2906,CINTRON,12349,7.23%,1.77%,0.43%,0.15%,0.17%,90.25%,0.007%,69,,,
2907,OVERSTREET,12342,78.16%,17.17%,0.37%,0.50%,1.95%,1.85%,0.007%,69,,,
2908,BORGES,12337,57.30%,3.02%,1.38%,0.22%,2.11%,35.97%,0.007%,69,,,
2909,CONCEPCION,12332,4.68%,1.60%,21.42%,0.11%,2.13%,70.06%,0.007%,69,,,
2910,LEMONS,12322,71.32%,22.90%,0.27%,0.70%,1.68%,3.13%,0.007%,69,,,
2911,MATSON,12320,92.35%,1.90%,0.75%,1.25%,1.59%,2.16%,0.007%,69,,,
2912,BRINSON,12303,49.36%,46.02%,0.31%,0.31%,2.28%,1.72%,0.007%,69,,,
2912,SHELBY,12303,58.22%,36.02%,0.44%,0.57%,2.33%,2.42%,0.007%,69,,,
2914,RALSTON,12302,90.60%,3.60%,0.67%,0.88%,1.71%,2.54%,0.007%,69,,,
2915,ALTAMIRANO,12296,4.24%,0.28%,1.17%,0.12%,0.13%,94.05%,0.007%,69,,,
2916,SWANN,12293,67.02%,26.23%,0.62%,1.04%,2.81%,2.28%,0.007%,69,,,
2917,ALICEA,12287,7.55%,1.45%,0.37%,0.07%,0.31%,90.24%,0.007%,69,,,
2918,BROUGHTON,12273,66.09%,28.82%,0.48%,0.61%,1.99%,2.01%,0.007%,69,,,
2919,OGLESBY,12271,63.37%,31.20%,0.42%,0.51%,2.22%,2.29%,0.007%,69,,,
2920,CACERES,12269,5.88%,0.43%,1.54%,(S),(S),91.78%,0.007%,69,,,
2921,BRAXTON,12268,19.89%,72.43%,0.27%,0.42%,4.18%,2.81%,0.007%,69,,,
2922,ASHTON,12263,80.49%,13.36%,0.61%,0.48%,2.14%,2.93%,0.007%,69,,,
2922,LOMELI,12263,4.77%,0.23%,0.15%,0.11%,0.13%,94.61%,0.007%,69,,,
2924,BEGUM,12255,0.84%,0.20%,96.60%,0.15%,1.92%,0.29%,0.007%,69,,,
2925,SCARBOROUGH,12252,80.44%,14.85%,0.38%,0.60%,1.51%,2.22%,0.007%,69,,,
2926,DEWEY,12249,91.66%,1.87%,0.65%,1.92%,2.02%,1.88%,0.007%,69,,,
2927,ALFONSO,12246,19.79%,1.25%,10.44%,0.13%,0.99%,67.39%,0.007%,69,,,
2928,DUGGAN,12237,92.44%,2.69%,0.74%,0.28%,1.35%,2.50%,0.007%,69,,,
2929,NADEAU,12236,92.55%,0.42%,0.43%,3.02%,2.02%,1.57%,0.007%,69,,,
2930,CHURCHILL,12235,89.11%,5.29%,0.57%,0.82%,2.01%,2.21%,0.007%,69,,,
2931,LOYA,12232,9.81%,0.34%,0.75%,0.37%,0.31%,88.42%,0.007%,69,,,
2932,RAGSDALE,12227,78.46%,14.52%,0.43%,1.28%,2.40%,2.92%,0.007%,69,,,
2933,MACE,12222,89.67%,4.12%,0.39%,1.45%,1.56%,2.81%,0.007%,69,,,
2934,BRUBAKER,12218,95.59%,0.25%,0.56%,0.29%,1.10%,2.21%,0.007%,69,,,
2934,RIGGINS,12218,51.29%,42.46%,0.43%,0.54%,2.72%,2.55%,0.007%,69,,,
2936,CURLEY,12211,70.66%,8.29%,0.59%,16.49%,1.63%,2.34%,0.007%,68,,,
2937,GRABER,12204,97.16%,0.46%,0.27%,0.12%,0.61%,1.38%,0.007%,68,,,
2937,MCCRARY,12204,64.86%,29.84%,0.29%,0.48%,2.06%,2.47%,0.007%,68,,,
2939,FARNSWORTH,12203,94.97%,0.45%,0.52%,0.37%,1.25%,2.43%,0.007%,68,,,
2940,HERRICK,12202,94.60%,0.47%,0.69%,0.55%,1.49%,2.20%,0.007%,68,,,
2940,OATES,12202,61.02%,33.99%,0.30%,0.48%,2.00%,2.21%,0.007%,68,,,
2942,NUNES,12191,69.95%,5.41%,1.57%,0.30%,2.68%,20.09%,0.007%,68,,,
2943,HARLEY,12186,52.61%,38.84%,0.45%,2.41%,3.19%,2.49%,0.007%,68,,,
2944,ROBERT,12181,71.20%,15.75%,3.99%,0.69%,2.08%,6.29%,0.007%,68,,,
2944,TALBERT,12181,69.99%,24.06%,0.54%,0.55%,2.54%,2.32%,0.007%,68,,,
2946,HOPSON,12180,51.75%,41.57%,0.30%,1.67%,2.85%,1.86%,0.007%,68,,,
2947,WATERMAN,12177,86.08%,7.63%,0.60%,1.17%,1.81%,2.71%,0.007%,68,,,
2948,GAO,12172,1.22%,(S),97.39%,(S),0.62%,0.41%,0.007%,68,,,
2949,LANTZ,12169,95.17%,0.60%,0.62%,0.39%,1.45%,1.78%,0.007%,68,,,
2950,HAMRICK,12168,93.07%,3.55%,0.29%,0.47%,1.12%,1.50%,0.007%,68,,,
2950,CORNWELL,12168,90.33%,5.14%,0.51%,0.39%,1.66%,1.97%,0.007%,68,,,
2952,NYE,12167,93.79%,0.86%,1.13%,0.59%,1.50%,2.14%,0.007%,68,,,
2953,REIS,12165,88.94%,2.72%,1.63%,0.16%,2.31%,4.25%,0.007%,68,,,
2954,BIRCH,12161,82.79%,10.95%,0.77%,0.54%,1.87%,3.08%,0.007%,68,,,
2955,MILNER,12153,77.55%,17.33%,0.57%,0.43%,1.63%,2.49%,0.007%,68,,,
2956,SLONE,12142,94.14%,1.87%,0.69%,0.56%,1.50%,1.24%,0.007%,68,,,
2957,SPURLOCK,12141,82.18%,13.08%,0.37%,0.42%,1.95%,2.00%,0.007%,68,,,
2958,TOLLIVER,12128,44.85%,48.87%,0.37%,0.79%,3.08%,2.04%,0.007%,68,,,
2958,ALMONTE,12128,5.22%,0.74%,3.09%,0.05%,0.35%,90.54%,0.007%,68,,,
2960,RAZO,12125,5.20%,0.28%,1.24%,0.44%,0.42%,92.42%,0.007%,68,,,
2961,MASTERSON,12117,92.19%,2.31%,0.64%,0.66%,1.81%,2.39%,0.007%,68,,,
2962,PORRAS,12106,7.24%,0.17%,1.61%,0.40%,0.27%,90.30%,0.007%,68,,,
2963,MOULTON,12104,88.74%,6.06%,0.64%,0.56%,1.69%,2.31%,0.007%,68,,,
2964,MONK,12103,78.42%,15.81%,0.85%,0.62%,1.58%,2.72%,0.007%,68,,,
2965,PENCE,12101,94.89%,0.72%,0.48%,0.52%,1.50%,1.89%,0.007%,68,,,
2966,HATTON,12090,81.22%,12.97%,0.43%,1.15%,2.04%,2.18%,0.007%,68,,,
2967,RUST,12086,93.79%,1.16%,0.71%,0.59%,1.63%,2.12%,0.007%,68,,,
2968,DUCKWORTH,12080,79.83%,14.64%,0.58%,0.47%,2.09%,2.40%,0.007%,68,,,
2969,FRANTZ,12079,94.93%,0.91%,0.54%,0.56%,1.14%,1.92%,0.007%,68,,,
2970,OREILLY,12074,91.86%,2.05%,0.71%,0.35%,1.54%,3.50%,0.007%,68,,,
2971,BUNDY,12065,82.11%,12.32%,0.51%,0.71%,2.30%,2.03%,0.007%,68,,,
2972,BETHEA,12061,19.53%,74.76%,0.18%,0.55%,2.66%,2.32%,0.007%,68,,,
2973,REINHARDT,12057,93.06%,1.64%,0.68%,0.41%,1.36%,2.84%,0.007%,68,,,
2974,SAM,12053,12.06%,27.84%,33.73%,17.93%,3.07%,5.37%,0.007%,68,,,
2975,GUO,12048,1.10%,0.32%,97.77%,0.00%,0.66%,0.17%,0.007%,68,,,
2976,LITTLEJOHN,12047,43.50%,47.34%,0.43%,2.14%,4.32%,2.26%,0.007%,68,,,
2977,CARLIN,12035,83.69%,1.50%,0.85%,0.37%,1.06%,12.53%,0.007%,67,,,
2978,KIMBROUGH,12034,45.26%,48.71%,0.41%,0.29%,3.27%,2.06%,0.007%,67,,,
2979,LOW,12032,61.77%,1.70%,28.82%,0.36%,4.31%,3.03%,0.007%,67,,,
2979,STOLL,12032,94.00%,0.94%,0.77%,0.49%,1.48%,2.32%,0.007%,67,,,
2981,LANDRUM,12026,72.82%,20.84%,0.37%,0.73%,2.69%,2.55%,0.007%,67,,,
2982,CHAMPAGNE,12023,84.56%,9.47%,0.42%,1.53%,1.73%,2.29%,0.007%,67,,,
2982,FORTE,12023,63.00%,27.82%,0.82%,0.27%,1.80%,6.28%,0.007%,67,,,
2984,DYSON,12017,58.73%,36.03%,0.48%,0.32%,2.40%,2.03%,0.007%,67,,,
2985,JETT,12008,75.13%,19.42%,0.47%,0.42%,2.64%,1.92%,0.007%,67,,,
2986,BACH,11999,84.82%,0.30%,10.70%,0.21%,1.30%,2.67%,0.007%,67,,,
2987,STREETER,11988,65.22%,29.18%,0.48%,0.48%,2.19%,2.46%,0.007%,67,,,
2988,CHRISTMAN,11987,92.27%,2.76%,0.60%,0.58%,1.74%,2.04%,0.007%,67,,,
2989,BRINK,11982,93.65%,0.33%,0.73%,1.54%,1.39%,2.35%,0.007%,67,,,
2990,HERR,11980,90.08%,0.65%,5.54%,0.20%,1.30%,2.22%,0.007%,67,,,
2991,FALK,11979,94.33%,0.50%,0.94%,0.23%,1.41%,2.59%,0.007%,67,,,
2992,BEVERLY,11978,49.63%,44.57%,0.34%,0.41%,2.76%,2.29%,0.007%,67,,,
2993,WYLIE,11975,82.81%,11.22%,0.68%,0.78%,1.95%,2.55%,0.007%,67,,,
2994,FALLON,11974,93.11%,1.41%,0.72%,0.23%,1.32%,3.21%,0.007%,67,,,
2995,BILLINGSLEY,11973,65.74%,28.99%,0.33%,0.49%,2.42%,2.02%,0.007%,67,,,
2996,STACK,11967,92.70%,1.79%,0.82%,0.36%,1.57%,2.76%,0.007%,67,,,
2997,CHOWDHURY,11961,2.23%,0.33%,93.57%,0.67%,2.41%,0.79%,0.007%,67,,,
2998,PASCUAL,11959,5.40%,0.36%,37.42%,0.37%,3.06%,53.39%,0.007%,67,,,
2999,QUALLS,11958,73.06%,20.02%,0.31%,1.66%,2.59%,2.36%,0.007%,67,,,
3000,PERSAUD,11956,10.22%,20.54%,51.83%,3.70%,8.94%,4.77%,0.007%,67,,,
3001,CHRISTIANSON,11951,94.34%,0.38%,0.54%,0.71%,1.66%,2.36%,0.007%,67,,,
3001,FORTNER,11951,89.93%,5.41%,0.39%,0.85%,1.77%,1.65%,0.007%,67,,,
3003,GILMAN,11946,93.02%,1.05%,1.06%,0.90%,1.98%,1.99%,0.007%,67,,,
3004,CECIL,11941,90.55%,3.83%,1.09%,0.72%,1.47%,2.34%,0.007%,67,,,
3005,FRANCE,11937,76.88%,16.98%,0.86%,0.74%,2.18%,2.36%,0.007%,67,,,
3005,TURPIN,11937,83.03%,11.53%,0.48%,0.72%,1.95%,2.30%,0.007%,67,,,
3007,GREENFIELD,11922,86.29%,8.90%,0.72%,0.28%,1.54%,2.26%,0.007%,67,,,
3008,MIZE,11908,91.29%,2.78%,0.55%,0.98%,2.06%,2.34%,0.007%,67,,,
3008,SELBY,11908,81.23%,13.34%,0.56%,0.60%,1.97%,2.29%,0.007%,67,,,
3010,COTTER,11904,94.52%,0.71%,0.75%,0.54%,1.35%,2.13%,0.007%,67,,,
3011,NEW,11903,88.62%,4.39%,1.49%,0.86%,1.82%,2.82%,0.007%,67,,,
3012,FONTAINE,11901,83.54%,9.66%,0.63%,0.38%,1.75%,4.04%,0.007%,67,,,
3012,VALLADARES,11901,4.30%,0.53%,0.56%,0.09%,0.10%,94.41%,0.007%,67,,,
3014,EDGAR,11895,87.41%,4.78%,1.34%,0.48%,1.88%,4.12%,0.007%,67,,,
3015,FORMAN,11894,84.01%,10.86%,0.56%,0.45%,1.57%,2.55%,0.007%,67,,,
3016,HANNON,11893,85.45%,9.25%,0.50%,0.52%,1.94%,2.34%,0.007%,67,,,
3017,REEDY,11884,87.77%,7.23%,0.58%,0.59%,1.51%,2.32%,0.007%,67,,,
3018,GALVIN,11882,84.87%,4.31%,0.86%,0.45%,1.56%,7.95%,0.007%,67,,,
3019,DOUGHTY,11880,81.69%,12.51%,0.66%,0.63%,1.96%,2.54%,0.007%,67,,,
3020,FRALEY,11876,91.85%,3.72%,0.46%,0.58%,1.56%,1.83%,0.007%,67,,,
3020,BECKWITH,11876,82.47%,12.39%,0.68%,0.53%,2.05%,1.88%,0.007%,67,,,
3022,ALLAN,11867,84.46%,6.45%,2.06%,0.75%,2.44%,3.83%,0.007%,67,,,
3023,BEAUCHAMP,11865,80.12%,7.44%,0.51%,0.97%,2.27%,8.69%,0.007%,67,,,
3024,VIERA,11861,19.48%,1.87%,0.46%,0.19%,0.71%,77.30%,0.007%,67,,,
3025,MOFFETT,11853,67.82%,26.42%,0.57%,0.95%,1.88%,2.35%,0.007%,66,,,
3026,STUCKEY,11846,67.01%,28.41%,0.35%,0.57%,1.92%,1.73%,0.007%,66,,,
3027,BRUMFIELD,11842,54.50%,41.21%,0.36%,0.39%,1.68%,1.86%,0.007%,66,,,
3028,LANKFORD,11834,84.38%,9.58%,0.53%,1.18%,2.10%,2.21%,0.007%,66,,,
3029,CYR,11829,95.44%,0.24%,0.58%,0.41%,1.45%,1.88%,0.007%,66,,,
3029,BOLANOS,11829,3.90%,0.42%,1.23%,0.09%,0.16%,94.20%,0.007%,66,,,
3031,SHANKS,11822,78.10%,16.05%,0.62%,0.75%,2.17%,2.31%,0.007%,66,,,
3032,OSULLIVAN,11818,93.83%,1.72%,0.77%,0.18%,1.24%,2.26%,0.007%,66,,,
3033,DELVALLE,11816,8.66%,1.37%,1.25%,0.12%,0.27%,88.33%,0.007%,66,,,
3034,HITE,11810,85.80%,9.39%,0.62%,0.44%,1.63%,2.12%,0.007%,66,,,
3035,ARENAS,11809,5.27%,0.51%,4.87%,0.26%,0.46%,88.64%,0.007%,66,,,
3036,TOMLIN,11797,75.81%,19.08%,0.53%,0.52%,2.01%,2.06%,0.007%,66,,,
3037,CARDWELL,11791,82.00%,12.39%,0.38%,0.67%,2.10%,2.45%,0.007%,66,,,
3038,MILAM,11787,85.32%,8.21%,0.65%,0.82%,2.02%,2.97%,0.007%,66,,,
3039,BOWIE,11786,41.55%,51.35%,0.42%,0.77%,2.99%,2.93%,0.007%,66,,,
3040,HALVERSON,11781,94.73%,0.28%,0.75%,0.57%,1.58%,2.10%,0.007%,66,,,
3041,SPEER,11770,91.64%,1.78%,0.59%,0.61%,1.74%,3.64%,0.007%,66,,,
3042,AMARO,11769,11.82%,1.12%,0.82%,0.25%,0.39%,85.60%,0.007%,66,,,
3043,MCMILLIAN,11765,35.86%,57.37%,0.26%,2.12%,2.51%,1.89%,0.007%,66,,,
3044,PONDER,11764,66.66%,28.12%,0.51%,0.51%,2.09%,2.11%,0.007%,66,,,
3045,BECKETT,11763,77.05%,17.64%,0.53%,0.43%,1.94%,2.42%,0.007%,66,,,
3046,APPLEGATE,11762,93.04%,1.11%,0.53%,0.87%,1.81%,2.65%,0.007%,66,,,
3047,LARUE,11757,86.80%,6.52%,0.63%,0.61%,2.03%,3.40%,0.007%,66,,,
3048,HUDGINS,11755,78.24%,16.36%,0.37%,0.66%,2.28%,2.09%,0.007%,66,,,
3049,PAXTON,11754,86.18%,8.09%,0.56%,0.73%,2.14%,2.29%,0.007%,66,,,
3050,MARTINS,11751,81.28%,8.15%,1.65%,0.56%,2.04%,6.31%,0.007%,66,,,
3051,FORTUNE,11748,56.83%,36.81%,0.74%,0.95%,2.49%,2.19%,0.007%,66,,,
3052,BAIR,11740,92.78%,2.12%,1.08%,0.43%,1.47%,2.12%,0.007%,66,,,
3053,DORMAN,11739,89.08%,5.38%,0.55%,0.89%,1.82%,2.29%,0.007%,66,,,
3053,NEVILLE,11739,84.36%,10.89%,0.69%,0.41%,1.55%,2.10%,0.007%,66,,,
3055,RAINS,11737,91.04%,2.22%,0.69%,1.25%,1.76%,3.04%,0.007%,66,,,
3055,SMALLEY,11737,84.84%,9.42%,0.55%,0.80%,2.01%,2.38%,0.007%,66,,,
3057,LAMAR,11733,51.14%,39.09%,0.86%,0.51%,2.57%,5.82%,0.007%,66,,,
3058,HOLTON,11731,78.85%,15.94%,0.61%,0.32%,1.74%,2.54%,0.007%,66,,,
3059,PATTEN,11730,84.83%,8.90%,1.03%,1.04%,2.19%,2.01%,0.007%,66,,,
3060,HARLOW,11726,94.07%,1.30%,0.66%,0.51%,1.58%,1.88%,0.007%,66,,,
3061,VUE,11717,0.45%,(S),97.83%,(S),1.05%,0.57%,0.007%,66,,,
3062,MARX,11716,94.43%,1.14%,0.73%,0.46%,1.09%,2.14%,0.007%,66,,,
3063,SOMMERS,11706,93.82%,1.67%,0.53%,0.50%,1.54%,1.94%,0.007%,66,,,
3064,KOLB,11705,94.69%,0.38%,0.64%,0.77%,1.40%,2.12%,0.007%,66,,,
3065,MORRELL,11700,83.52%,9.24%,0.64%,0.73%,1.79%,4.08%,0.007%,66,,,
3066,HAVENS,11699,93.28%,1.06%,0.53%,0.53%,1.79%,2.81%,0.007%,66,,,
3067,BRICE,11697,48.09%,45.09%,0.52%,0.53%,2.77%,3.00%,0.007%,66,,,
3068,FINNEGAN,11695,95.22%,0.45%,0.74%,0.11%,1.31%,2.16%,0.007%,66,,,
3069,SOARES,11694,74.30%,8.41%,4.14%,0.37%,4.73%,8.06%,0.007%,66,,,
3070,GODOY,11690,6.67%,1.09%,2.87%,0.33%,0.41%,88.63%,0.007%,66,,,
3071,CARL,11689,88.12%,4.00%,1.40%,2.09%,1.61%,2.79%,0.007%,66,,,
3072,HILDEBRAND,11687,94.29%,0.66%,0.52%,0.68%,1.29%,2.56%,0.007%,66,,,
3073,MERINO,11684,8.43%,0.28%,1.57%,0.52%,0.21%,88.98%,0.007%,66,,,
3074,RAWLS,11679,52.85%,41.60%,0.39%,0.52%,2.48%,2.16%,0.007%,65,,,
3075,RAO,11672,17.02%,0.27%,78.55%,0.16%,2.91%,1.09%,0.007%,65,,,
3076,MELLO,11670,89.56%,0.99%,0.83%,0.30%,1.71%,6.62%,0.007%,65,,,
3077,BLAKELY,11669,62.80%,30.64%,0.46%,0.52%,2.75%,2.83%,0.007%,65,,,
3078,MCALISTER,11665,83.11%,11.63%,0.32%,0.74%,1.90%,2.30%,0.007%,65,,,
3079,LYMAN,11664,88.60%,3.80%,1.47%,0.90%,2.73%,2.51%,0.007%,65,,,
3080,HARKINS,11662,90.48%,4.16%,0.63%,0.81%,1.95%,1.96%,0.007%,65,,,
3080,SOMMER,11662,94.67%,0.28%,0.73%,0.63%,1.29%,2.40%,0.007%,65,,,
3082,MCHENRY,11660,76.81%,16.96%,0.51%,1.01%,2.34%,2.37%,0.007%,65,,,
3083,CASON,11657,64.44%,30.21%,0.49%,0.69%,2.13%,2.04%,0.007%,65,,,
3084,FAULK,11656,70.24%,24.98%,0.32%,0.69%,1.88%,1.90%,0.007%,65,,,
3084,WHARTON,11656,73.32%,20.03%,0.75%,0.45%,2.63%,2.81%,0.007%,65,,,
3086,BIGELOW,11650,86.76%,7.79%,0.79%,0.45%,2.14%,2.07%,0.007%,65,,,
3087,HELM,11649,86.39%,7.58%,0.86%,0.63%,2.42%,2.12%,0.007%,65,,,
3088,BULL,11646,86.12%,8.29%,0.62%,1.19%,1.23%,2.54%,0.007%,65,,,
3089,DOCKERY,11644,65.97%,29.31%,0.26%,0.43%,2.04%,1.99%,0.007%,65,,,
3089,THAI,11644,2.23%,(S),95.61%,(S),1.41%,0.58%,0.007%,65,,,
3091,MATIAS,11635,11.82%,0.86%,8.92%,0.21%,0.98%,77.21%,0.007%,65,,,
3092,BOLAND,11631,91.70%,2.18%,0.86%,0.43%,1.51%,3.31%,0.007%,65,,,
3093,SPAIN,11628,73.07%,20.06%,0.64%,1.01%,2.46%,2.74%,0.007%,65,,,
3094,JAIN,11626,3.54%,0.25%,93.35%,0.34%,1.74%,0.79%,0.007%,65,,,
3095,COWART,11621,81.22%,14.22%,0.30%,0.56%,1.94%,1.77%,0.007%,65,,,
3096,BROTHERS,11619,79.12%,15.60%,0.48%,0.71%,2.01%,2.07%,0.007%,65,,,
3097,FINE,11618,91.71%,2.01%,1.67%,0.65%,1.64%,2.32%,0.007%,65,,,
3098,ALCARAZ,11616,3.19%,0.21%,3.37%,0.23%,0.22%,92.77%,0.007%,65,,,
3099,PULLIAM,11613,66.49%,27.71%,0.48%,1.02%,2.51%,1.79%,0.007%,65,,,
3100,BENNER,11612,94.40%,1.27%,0.47%,0.62%,1.07%,2.17%,0.007%,65,,,
3101,SCANLON,11610,95.41%,0.42%,0.75%,0.22%,1.11%,2.09%,0.007%,65,,,
3102,NOLASCO,11609,3.85%,0.33%,5.31%,0.11%,0.49%,89.91%,0.007%,65,,,
3102,MENENDEZ,11609,12.34%,1.13%,0.33%,0.04%,0.19%,85.98%,0.007%,65,,,
3104,WALLIS,11594,90.41%,2.75%,0.78%,1.26%,1.82%,2.98%,0.007%,65,,,
3105,JACOBO,11590,2.93%,0.18%,0.77%,0.22%,0.21%,95.69%,0.006%,65,,,
3106,BRANSON,11587,85.03%,8.82%,0.51%,0.77%,2.09%,2.78%,0.006%,65,,,
3107,SIMPKINS,11585,64.80%,30.10%,0.41%,0.42%,2.43%,1.84%,0.006%,65,,,
3108,RAMON,11582,10.83%,1.25%,1.29%,3.07%,0.42%,83.15%,0.006%,65,,,
3109,WHATLEY,11579,69.44%,22.96%,0.42%,0.55%,2.07%,4.55%,0.006%,65,,,
3110,LEWANDOWSKI,11577,95.59%,0.41%,0.54%,0.22%,1.18%,2.06%,0.006%,65,,,
3111,QUINONEZ,11576,3.70%,0.35%,0.32%,0.14%,0.17%,95.33%,0.006%,65,,,
3112,CEPEDA,11572,3.94%,1.07%,3.32%,(S),(S),90.72%,0.006%,65,,,
3113,WATTERS,11569,83.56%,10.88%,0.56%,0.74%,2.05%,2.20%,0.006%,65,,,
3113,BOTELLO,11569,6.41%,0.16%,0.13%,0.21%,0.17%,92.92%,0.006%,65,,,
3115,BARCLAY,11568,80.17%,14.18%,0.75%,0.43%,1.75%,2.72%,0.006%,65,,,
3116,GRISSOM,11563,78.03%,16.82%,0.36%,0.66%,1.86%,2.27%,0.006%,65,,,
3117,CADENA,11560,6.25%,0.35%,0.30%,0.17%,0.24%,92.68%,0.006%,65,,,
3117,CANFIELD,11560,94.12%,1.11%,0.64%,0.36%,1.60%,2.17%,0.006%,65,,,
3119,EDGE,11556,80.75%,13.49%,0.39%,1.15%,2.00%,2.22%,0.006%,65,,,
3120,COTA,11554,28.86%,0.37%,0.41%,1.14%,0.69%,68.53%,0.006%,65,,,
3121,PERRIN,11550,80.64%,13.87%,0.75%,0.58%,2.33%,1.83%,0.006%,65,,,
3122,MCADAMS,11547,86.31%,8.59%,0.46%,0.72%,1.86%,2.06%,0.006%,65,,,
3122,HARO,11547,8.62%,0.57%,1.00%,0.22%,0.30%,89.30%,0.006%,65,,,
3124,KEELER,11546,90.52%,3.51%,0.77%,0.88%,1.98%,2.33%,0.006%,65,,,
3124,PEREA,11546,10.83%,0.42%,1.97%,0.89%,0.36%,85.54%,0.006%,65,,,
3126,MENARD,11543,85.48%,8.07%,0.52%,1.72%,1.39%,2.82%,0.006%,65,,,
3127,RICCI,11534,93.02%,0.51%,0.61%,0.13%,0.94%,4.79%,0.006%,65,,,
3128,BURKHOLDER,11532,97.55%,0.28%,0.32%,0.14%,0.62%,1.09%,0.006%,65,,,
3129,POINDEXTER,11531,51.49%,41.58%,0.40%,0.95%,3.44%,2.14%,0.006%,65,,,
3130,COYNE,11525,95.36%,0.30%,0.67%,0.30%,1.45%,1.92%,0.006%,65,,,
